"STATION","NAME","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00190120","AMHERST, MA US","2013-01-06","40",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2013-01-07","43",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2013-01-08","36",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2013-01-09","46",",,7","12",",,7"
"USC00190120","AMHERST, MA US","2013-01-10","45",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2013-01-11","45",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2013-01-12","34",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2013-01-13","40",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2013-01-14","46",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2013-01-15","52",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2013-01-16","39",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2013-01-17","32",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2013-01-18","40",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2013-01-19","29",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2013-01-20","44",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2013-01-21","49",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2013-01-22","26",",,7","14",",,7"
"USC00190120","AMHERST, MA US","2013-01-23","21",",,7","6",",,7"
"USC00190120","AMHERST, MA US","2013-01-24","14",",,7","-3",",,7"
"USC00190120","AMHERST, MA US","2013-01-25","19",",,7","-2",",,7"
"USC00190120","AMHERST, MA US","2013-01-26","20",",,7","5",",,7"
"USC00190120","AMHERST, MA US","2013-01-27","23",",,7","5",",,7"
"USC00190120","AMHERST, MA US","2013-01-28","29",",,7","3",",,7"
"USC00190120","AMHERST, MA US","2013-01-29","25",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2013-01-30","33",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2013-01-31","61",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2013-02-01","58",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2013-02-02","30",",,7","12",",,7"
"USC00190120","AMHERST, MA US","2013-02-03","30",",,7","13",",,7"
"USC00190120","AMHERST, MA US","2013-02-04","29",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2013-02-05","28",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2013-02-06","31",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2013-02-07","37",",,7","11",",,7"
"USC00190120","AMHERST, MA US","2013-02-08","32",",,7","12",",,7"
"USC00190120","AMHERST, MA US","2013-02-09","30",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2013-02-10","27",",,7","-8",",,7"
"USC00190120","AMHERST, MA US","2013-02-11","36",",,7","-9",",,7"
"USC00190120","AMHERST, MA US","2013-02-12","39",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2013-02-13","41",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2013-02-14","43",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2013-02-15","46",",,7","20",",,7"
"USC00190120","AMHERST, MA US","2013-02-16","31",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2013-02-17","37",",,7","21",",,7"
"USC00190120","AMHERST, MA US","2013-02-18","26",",,7","12",",,7"
"USC00190120","AMHERST, MA US","2013-02-19","30",",,7","12",",,7"
"USC00190120","AMHERST, MA US","2013-02-20","45",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2013-02-21","32",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2013-02-22","30",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2013-02-23","42",",,7","18",",,7"
"USC00190120","AMHERST, MA US","2013-02-24","35",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2013-02-25","37",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2013-02-26","39",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2013-02-27","41",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2013-02-28","43",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2013-03-01","41",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2013-03-02","43",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2013-03-03","40",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2013-03-04","36",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2013-03-05","37",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2013-03-06","46",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2013-03-07","41",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2013-03-08","38",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2013-03-09","41",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2013-03-10","57",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2013-03-11","53",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2013-03-12","51",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2013-03-13","54",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2013-03-14","48",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2013-03-15","31",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2013-03-16","41",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2013-03-17","38",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2013-03-18","37",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2013-03-19","38",",,7","17",",,7"
"USC00190120","AMHERST, MA US","2013-03-20","36",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2013-03-21","38",",,7","16",",,7"
"USC00190120","AMHERST, MA US","2013-03-22","41",",,7","15",",,7"
"USC00190120","AMHERST, MA US","2013-03-23","37",",,7","19",",,7"
"USC00190120","AMHERST, MA US","2013-03-24","40",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2013-03-25","45",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2013-03-26","46",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2013-03-27","47",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2013-03-28","52",",,7","22",",,7"
"USC00190120","AMHERST, MA US","2013-03-29","51",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2013-03-30","54",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2013-03-31","55",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2013-04-01","56",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2013-04-02","59",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2013-04-03","38",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2013-04-04","43",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2013-04-05","56",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2013-04-06","59",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2013-04-07","47",",,7","25",",,7"
"USC00190120","AMHERST, MA US","2013-04-08","56",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2013-04-09","66",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2013-04-10","65",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2013-04-11","64",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2013-04-12","52",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2013-04-13","40",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2013-04-14","52",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2013-04-15","51",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2013-04-16","58",",,7","29",",,7"
"USC00190120","AMHERST, MA US","2013-04-17","66",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2013-04-18","65",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2013-04-19","61",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2013-04-20","73",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2013-04-21","57",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2013-04-22","53",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2013-04-23","56",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2013-04-24","44",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2013-04-25","74",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2013-04-26","60",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2013-04-27","64",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2013-04-28","68",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2013-04-29","70",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2013-04-30","65",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2013-05-01","71",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2013-05-02","75",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2013-05-03","80",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2013-05-04","68",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2013-05-05","72",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2013-05-06","71",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2013-05-07","72",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2013-05-08","79",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2013-05-09","73",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2013-05-10","69",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2013-05-11","78",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2013-05-12","67",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2013-05-13","67",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2013-05-14","54",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2013-05-15","57",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2013-05-16","62",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2013-05-17","80",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2013-05-18","70",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2013-05-19","72",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2013-05-20","64",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2013-05-21","81",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2013-05-22","88",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2013-05-23","76",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2013-05-24","73",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2013-05-25","68",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2013-05-26","47",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2013-05-27","55",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2013-05-28","71",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2013-05-29","73",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2013-05-30","73",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2013-05-31","88",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2013-06-01","93",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2013-06-02","91",",,7","68",",,7"
"USC00190120","AMHERST, MA US","2013-06-03","91",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2013-06-04","77",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2013-06-05","73",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2013-06-06","74",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2013-06-07","72",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2013-06-08","56",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2013-06-09","75",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2013-06-10","78",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2013-06-11","66",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2013-06-12","66",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2013-06-13","71",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2013-06-14","58",",,7","51",",,7"
"USC00190120","AMHERST, MA US","2013-06-15","76",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2013-06-16","77",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2013-06-17","74",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2013-06-18","84",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2013-06-19","69",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2013-06-20","75",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2013-06-21","79",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2013-06-22","85",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2013-06-23","84",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2013-06-24","89",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2013-06-25","91",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2013-06-26","91",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2013-06-27","91",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2013-06-28","80",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2013-06-29","82",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2013-06-30","83",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2013-07-01","85",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2013-07-02","76",",,7","72",",,7"
"USC00190120","AMHERST, MA US","2013-07-03","84",",,7","73",",,7"
"USC00190120","AMHERST, MA US","2013-07-04","87",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2013-07-05","91",",,7","72",",,7"
"USC00190120","AMHERST, MA US","2013-07-06","92",",,7","72",",,7"
"USC00190120","AMHERST, MA US","2013-07-07","90",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2013-07-08","90",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2013-07-09","88",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2013-07-10","80",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2013-07-11","84",",,7","72",",,7"
"USC00190120","AMHERST, MA US","2013-07-12","84",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2013-07-13","84",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2013-07-14","77",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2013-07-15","90",",,7","69",",,7"
"USC00190120","AMHERST, MA US","2013-07-16","92",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2013-07-17","92",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2013-07-18","93",",,7","70",",,7"
"USC00190120","AMHERST, MA US","2013-07-19","94",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2013-07-20","94",",,7","71",",,7"
"USC00190120","AMHERST, MA US","2013-07-21","88",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2013-07-22","85",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2013-07-23","85",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2013-07-24","82",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2013-07-25","80",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2013-07-26","70",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2013-07-27","73",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2013-07-28","82",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2013-07-29","79",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2013-07-30","85",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2013-07-31","79",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2013-08-01","80",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2013-08-02","78",",,7","59",",,7"
"USC00190120","AMHERST, MA US","2013-08-03","82",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2013-08-04","80",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2013-08-05","77",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2013-08-06","75",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2013-08-07","78",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2013-08-08","79",",,7","60",",,7"
"USC00190120","AMHERST, MA US","2013-08-09","80",",,7","69",",,7"
"USC00190120","AMHERST, MA US","2013-08-10","80",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2013-08-11","80",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2013-08-12","79",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2013-08-13","81",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2013-08-14","74",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2013-08-15","73",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2013-08-16","75",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2013-08-17","78",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2013-08-18","81",",,7","52",",,7"
"USC00190120","AMHERST, MA US","2013-08-19","75",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2013-08-20","79",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2013-08-21","84",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2013-08-22","86",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2013-08-23","83",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2013-08-24","83",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2013-08-25","77",",,7","48",",,7"
"USC00190120","AMHERST, MA US","2013-08-26","80",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2013-08-27","80",",,7","64",",,7"
"USC00190120","AMHERST, MA US","2013-08-28","84",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2013-08-29","86",",,7","65",",,7"
"USC00190120","AMHERST, MA US","2013-08-30","74",",,7","61",",,7"
"USC00190120","AMHERST, MA US","2013-08-31","84",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2013-09-01","80",",,7","68",",,7"
"USC00190120","AMHERST, MA US","2013-09-02","80",",,7","67",",,7"
"USC00190120","AMHERST, MA US","2013-09-03","79",",,7","63",",,7"
"USC00190120","AMHERST, MA US","2013-09-04","75",",,7","55",",,7"
"USC00190120","AMHERST, MA US","2013-09-05","79",",,7","56",",,7"
"USC00190120","AMHERST, MA US","2013-09-06","70",",,7","41",",,7"
"USC00190120","AMHERST, MA US","2013-09-07","68",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2013-09-08","77",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2013-09-09","71",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2013-09-10","69",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2013-09-11","77",",,7","62",",,7"
"USC00190120","AMHERST, MA US","2013-09-12","93",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2013-09-13","84",",,7","66",",,7"
"USC00190120","AMHERST, MA US","2013-09-14","75",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2013-09-15","66",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2013-09-16","70",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2013-09-17","69",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2013-09-18","64",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2013-09-19","72",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2013-09-20","78",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2013-09-21","79",",,7","47",",,7"
"USC00190120","AMHERST, MA US","2013-09-22","75",",,7","58",",,7"
"USC00190120","AMHERST, MA US","2013-09-23","67",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2013-09-24","62",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2013-09-25","68",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2013-09-26","72",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2013-09-27","67",",,7","49",",,7"
"USC00190120","AMHERST, MA US","2013-09-28","64",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2013-09-29","75",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2013-09-30","72",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2013-10-01","73",",,7","42",",,7"
"USC00190120","AMHERST, MA US","2013-10-02","79",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2013-10-03","78",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2013-10-04","76",",,7","45",",,7"
"USC00190120","AMHERST, MA US","2013-10-05","63",",,7","50",",,7"
"USC00190120","AMHERST, MA US","2013-10-06","70",",,7","57",",,7"
"USC00190120","AMHERST, MA US","2013-10-07","60",",,7","53",",,7"
"USC00190120","AMHERST, MA US","2013-10-08","77",",,7","44",",,7"
"USC00190120","AMHERST, MA US","2013-10-09","66",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2013-10-10","66",",,7","38",",,7"
"USC00190120","AMHERST, MA US","2013-10-11","57",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2013-10-12","73",",,7","43",",,7"
"USC00190120","AMHERST, MA US","2013-10-13","65",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2013-10-14","63",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2013-10-15","67",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2013-10-16","71",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2013-10-17","60",",,7","46",",,7"
"USC00190120","AMHERST, MA US","2013-10-18","74",",,7","54",",,7"
"USC00190120","AMHERST, MA US","2013-10-19","66",",,7","36",",,7"
"USC00190120","AMHERST, MA US","2013-10-20","65",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2013-10-21","62",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2013-10-22","67",",,7","34",",,7"
"USC00190120","AMHERST, MA US","2013-10-23","61",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2013-10-24","52",",,7","32",",,7"
"USC00190120","AMHERST, MA US","2013-10-25","54",",,7","31",",,7"
"USC00190120","AMHERST, MA US","2013-10-26","50",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2013-10-27","55",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2013-10-28","53",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2013-10-29","58",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2013-10-30","50",",,7","28",",,7"
"USC00190120","AMHERST, MA US","2013-10-31","54",",,7","30",",,7"
"USC00190120","AMHERST, MA US","2013-11-01","64",",,7","33",",,7"
"USC00190120","AMHERST, MA US","2013-11-02","69",",,7","37",",,7"
"USC00190120","AMHERST, MA US","2013-11-03","66",",,7","40",",,7"
"USC00190120","AMHERST, MA US","2013-11-04","47",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2013-11-05","47",",,7","23",",,7"
"USC00190120","AMHERST, MA US","2013-11-06","51",",,7","24",",,7"
"USC00190120","AMHERST, MA US","2013-11-07","61",",,7","39",",,7"
"USC00190120","AMHERST, MA US","2013-11-08","60",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2013-11-09","47",",,7","26",",,7"
"USC00190120","AMHERST, MA US","2013-11-10","46",",,7","27",",,7"
"USC00190120","AMHERST, MA US","2013-11-11","51",",,7","35",",,7"
"USC00190120","AMHERST, MA US","2013-11-12","50",",,7","35",",,7"
